step,px,py,link,R,S,inside
999,6.175,6.175,20,1.000000e+00,0.000000e+00,0
999,6.175,6.842,01,1.000000e+00,0.000000e+00,0
999,6.175,6.842,12,1.000000e+00,0.000000e+00,0
999,6.175,6.842,20,1.000000e+00,0.000000e+00,0
999,6.175,7.509,01,1.000000e+00,0.000000e+00,0
999,6.175,7.509,12,1.000000e+00,0.000000e+00,0
999,6.175,7.509,20,1.000000e+00,0.000000e+00,0
999,6.175,8.176,01,1.000000e+00,0.000000e+00,0
999,6.175,8.176,12,1.000000e+00,0.000000e+00,0
999,6.175,8.176,20,1.000000e+00,0.000000e+00,0
999,6.175,8.843,01,1.000000e+00,0.000000e+00,0
999,6.175,8.843,12,1.000000e+00,0.000000e+00,0
999,6.175,8.843,20,1.000000e+00,0.000000e+00,0
999,6.175,9.510,01,1.000000e+00,0.000000e+00,0
999,6.175,9.510,12,1.000000e+00,0.000000e+00,0
999,6.175,9.510,20,1.000000e+00,0.000000e+00,0
999,6.175,10.177,01,1.000000e+00,0.000000e+00,0
999,6.175,10.177,12,1.000000e+00,0.000000e+00,0
999,6.175,10.177,20,1.000000e+00,0.000000e+00,0
999,6.842,-10.500,01,1.000000e+00,0.000000e+00,0
999,6.842,-10.500,12,1.000000e+00,0.000000e+00,0
999,6.842,-10.500,20,1.000000e+00,0.000000e+00,0
999,6.842,-9.833,01,1.000000e+00,0.000000e+00,0
999,6.842,-9.833,12,1.000000e+00,0.000000e+00,0
999,6.842,-9.833,20,1.000000e+00,0.000000e+00,0
999,6.842,-9.166,01,1.000000e+00,0.000000e+00,0
999,6.842,-9.166,12,1.000000e+00,0.000000e+00,0
999,6.842,-9.166,20,1.000000e+00,0.000000e+00,0
999,6.842,-8.499,01,1.000000e+00,0.000000e+00,0
999,6.842,-8.499,12,1.000000e+00,0.000000e+00,0
999,6.842,-8.499,20,1.000000e+00,0.000000e+00,0
999,6.842,-7.832,01,1.000000e+00,0.000000e+00,0
999,6.842,-7.832,12,1.000000e+00,0.000000e+00,0
999,6.842,-7.832,20,1.000000e+00,0.000000e+00,0
999,6.842,-7.165,01,1.000000e+00,0.000000e+00,0
999,6.842,-7.165,12,1.000000e+00,0.000000e+00,0
999,6.842,-7.165,20,1.000000e+00,0.000000e+00,0
999,6.842,-6.498,01,1.000000e+00,0.000000e+00,0
999,6.842,-6.498,12,1.000000e+00,0.000000e+00,0
999,6.842,-6.498,20,1.000000e+00,0.000000e+00,0
999,6.842,-5.831,01,1.000000e+00,0.000000e+00,0
999,6.842,-5.831,12,1.000000e+00,0.000000e+00,0
999,6.842,-5.831,20,1.000000e+00,0.000000e+00,0
999,6.842,-5.164,01,1.000000e+00,0.000000e+00,0
999,6.842,-5.164,12,1.000000e+00,0.000000e+00,0
999,6.842,-5.164,20,1.000000e+00,0.000000e+00,0
999,6.842,-4.497,01,1.000000e+00,0.000000e+00,0
999,6.842,-4.497,12,1.000000e+00,0.000000e+00,0
999,6.842,-4.497,20,1.000000e+00,0.000000e+00,0
999,6.842,-3.830,01,1.000000e+00,0.000000e+00,0
999,6.842,-3.830,12,1.000000e+00,0.000000e+00,0
999,6.842,-3.830,20,1.000000e+00,0.000000e+00,0
999,6.842,-3.163,01,1.000000e+00,0.000000e+00,0
999,6.842,-3.163,12,1.000000e+00,0.000000e+00,0
999,6.842,-3.163,20,1.000000e+00,0.000000e+00,0
999,6.842,-2.496,01,1.000000e+00,0.000000e+00,0
999,6.842,-2.496,12,1.000000e+00,0.000000e+00,0
999,6.842,-2.496,20,1.000000e+00,0.000000e+00,0
999,6.842,-1.829,01,1.000000e+00,0.000000e+00,0
999,6.842,-1.829,12,1.000000e+00,0.000000e+00,0
999,6.842,-1.829,20,1.000000e+00,0.000000e+00,0
999,6.842,-1.162,01,1.000000e+00,0.000000e+00,0
999,6.842,-1.162,12,1.000000e+00,0.000000e+00,0
999,6.842,-1.162,20,1.000000e+00,0.000000e+00,0
999,6.842,-0.495,01,1.000000e+00,0.000000e+00,0
999,6.842,-0.495,12,1.000000e+00,0.000000e+00,0
999,6.842,-0.495,20,1.000000e+00,0.000000e+00,0
999,6.842,0.172,01,1.000000e+00,0.000000e+00,0
999,6.842,0.172,12,1.000000e+00,0.000000e+00,0
999,6.842,0.172,20,1.000000e+00,0.000000e+00,0
999,6.842,0.839,01,1.000000e+00,0.000000e+00,0
999,6.842,0.839,12,1.000000e+00,0.000000e+00,0
999,6.842,0.839,20,1.000000e+00,0.000000e+00,0
999,6.842,1.506,01,1.000000e+00,0.000000e+00,0
999,6.842,1.506,12,1.000000e+00,0.000000e+00,0
999,6.842,1.506,20,1.000000e+00,0.000000e+00,0
999,6.842,2.173,01,1.000000e+00,0.000000e+00,0
999,6.842,2.173,12,1.000000e+00,0.000000e+00,0
999,6.842,2.173,20,1.000000e+00,0.000000e+00,0
999,6.842,2.840,01,1.000000e+00,0.000000e+00,0
999,6.842,2.840,12,1.000000e+00,0.000000e+00,0
999,6.842,2.840,20,1.000000e+00,0.000000e+00,0
999,6.842,3.507,01,1.000000e+00,0.000000e+00,0
999,6.842,3.507,12,1.000000e+00,0.000000e+00,0
999,6.842,3.507,20,1.000000e+00,0.000000e+00,0
999,6.842,4.174,01,1.000000e+00,0.000000e+00,0
999,6.842,4.174,12,1.000000e+00,0.000000e+00,0
999,6.842,4.174,20,1.000000e+00,0.000000e+00,0
999,6.842,4.841,01,1.000000e+00,0.000000e+00,0
999,6.842,4.841,12,1.000000e+00,0.000000e+00,0
999,6.842,4.841,20,1.000000e+00,0.000000e+00,0
999,6.842,5.508,01,1.000000e+00,0.000000e+00,0
999,6.842,5.508,12,1.000000e+00,0.000000e+00,0
999,6.842,5.508,20,1.000000e+00,0.000000e+00,0
999,6.842,6.175,01,1.000000e+00,0.000000e+00,0
999,6.842,6.175,12,1.000000e+00,0.000000e+00,0
999,6.842,6.175,20,1.000000e+00,0.000000e+00,0
999,6.842,6.842,01,1.000000e+00,0.000000e+00,0
999,6.842,6.842,12,1.000000e+00,0.000000e+00,0
999,6.842,6.842,20,1.000000e+00,0.000000e+00,0
999,6.842,7.509,01,1.000000e+00,0.000000e+00,0
999,6.842,7.509,12,1.000000e+00,0.000000e+00,0
999,6.842,7.509,20,1.000000e+00,0.000000e+00,0
999,6.842,8.176,01,1.000000e+00,0.000000e+00,0
999,6.842,8.176,12,1.000000e+00,0.000000e+00,0
999,6.842,8.176,20,1.000000e+00,0.000000e+00,0
999,6.842,8.843,01,1.000000e+00,0.000000e+00,0
999,6.842,8.843,12,1.000000e+00,0.000000e+00,0
999,6.842,8.843,20,1.000000e+00,0.000000e+00,0
999,6.842,9.510,01,1.000000e+00,0.000000e+00,0
999,6.842,9.510,12,1.000000e+00,0.000000e+00,0
999,6.842,9.510,20,1.000000e+00,0.000000e+00,0
999,6.842,10.177,01,1.000000e+00,0.000000e+00,0
999,6.842,10.177,12,1.000000e+00,0.000000e+00,0
999,6.842,10.177,20,1.000000e+00,0.000000e+00,0
999,7.509,-10.500,01,1.000000e+00,0.000000e+00,0
999,7.509,-10.500,12,1.000000e+00,0.000000e+00,0
999,7.509,-10.500,20,1.000000e+00,0.000000e+00,0
999,7.509,-9.833,01,1.000000e+00,0.000000e+00,0
999,7.509,-9.833,12,1.000000e+00,0.000000e+00,0
999,7.509,-9.833,20,1.000000e+00,0.000000e+00,0
999,7.509,-9.166,01,1.000000e+00,0.000000e+00,0
999,7.509,-9.166,12,1.000000e+00,0.000000e+00,0
999,7.509,-9.166,20,1.000000e+00,0.000000e+00,0
999,7.509,-8.499,01,1.000000e+00,0.000000e+00,0
999,7.509,-8.499,12,1.000000e+00,0.000000e+00,0
999,7.509,-8.499,20,1.000000e+00,0.000000e+00,0
999,7.509,-7.832,01,1.000000e+00,0.000000e+00,0
999,7.509,-7.832,12,1.000000e+00,0.000000e+00,0
999,7.509,-7.832,20,1.000000e+00,0.000000e+00,0
999,7.509,-7.165,01,1.000000e+00,0.000000e+00,0
999,7.509,-7.165,12,1.000000e+00,0.000000e+00,0
999,7.509,-7.165,20,1.000000e+00,0.000000e+00,0
999,7.509,-6.498,01,1.000000e+00,0.000000e+00,0
999,7.509,-6.498,12,1.000000e+00,0.000000e+00,0
999,7.509,-6.498,20,1.000000e+00,0.000000e+00,0
999,7.509,-5.831,01,1.000000e+00,0.000000e+00,0
999,7.509,-5.831,12,1.000000e+00,0.000000e+00,0
999,7.509,-5.831,20,1.000000e+00,0.000000e+00,0
999,7.509,-5.164,01,1.000000e+00,0.000000e+00,0
999,7.509,-5.164,12,1.000000e+00,0.000000e+00,0
999,7.509,-5.164,20,1.000000e+00,0.000000e+00,0
999,7.509,-4.497,01,1.000000e+00,0.000000e+00,0
999,7.509,-4.497,12,1.000000e+00,0.000000e+00,0
999,7.509,-4.497,20,1.000000e+00,0.000000e+00,0
999,7.509,-3.830,01,1.000000e+00,0.000000e+00,0
999,7.509,-3.830,12,1.000000e+00,0.000000e+00,0
999,7.509,-3.830,20,1.000000e+00,0.000000e+00,0
999,7.509,-3.163,01,1.000000e+00,0.000000e+00,0
999,7.509,-3.163,12,1.000000e+00,0.000000e+00,0
999,7.509,-3.163,20,1.000000e+00,0.000000e+00,0
999,7.509,-2.496,01,1.000000e+00,0.000000e+00,0
999,7.509,-2.496,12,1.000000e+00,0.000000e+00,0
999,7.509,-2.496,20,1.000000e+00,0.000000e+00,0
999,7.509,-1.829,01,1.000000e+00,0.000000e+00,0
999,7.509,-1.829,12,1.000000e+00,0.000000e+00,0
999,7.509,-1.829,20,1.000000e+00,0.000000e+00,0
999,7.509,-1.162,01,1.000000e+00,0.000000e+00,0
999,7.509,-1.162,12,1.000000e+00,0.000000e+00,0
999,7.509,-1.162,20,1.000000e+00,0.000000e+00,0
999,7.509,-0.495,01,1.000000e+00,0.000000e+00,0
999,7.509,-0.495,12,1.000000e+00,0.000000e+00,0
999,7.509,-0.495,20,1.000000e+00,0.000000e+00,0
999,7.509,0.172,01,1.000000e+00,0.000000e+00,0
999,7.509,0.172,12,1.000000e+00,0.000000e+00,0
999,7.509,0.172,20,1.000000e+00,0.000000e+00,0
999,7.509,0.839,01,1.000000e+00,0.000000e+00,0
999,7.509,0.839,12,1.000000e+00,0.000000e+00,0
999,7.509,0.839,20,1.000000e+00,0.000000e+00,0
999,7.509,1.506,01,1.000000e+00,0.000000e+00,0
999,7.509,1.506,12,1.000000e+00,0.000000e+00,0
999,7.509,1.506,20,1.000000e+00,0.000000e+00,0
999,7.509,2.173,01,1.000000e+00,0.000000e+00,0
999,7.509,2.173,12,1.000000e+00,0.000000e+00,0
999,7.509,2.173,20,1.000000e+00,0.000000e+00,0
999,7.509,2.840,01,1.000000e+00,0.000000e+00,0
999,7.509,2.840,12,1.000000e+00,0.000000e+00,0
999,7.509,2.840,20,1.000000e+00,0.000000e+00,0
999,7.509,3.507,01,1.000000e+00,0.000000e+00,0
999,7.509,3.507,12,1.000000e+00,0.000000e+00,0
999,7.509,3.507,20,1.000000e+00,0.000000e+00,0
999,7.509,4.174,01,1.000000e+00,0.000000e+00,0
999,7.509,4.174,12,1.000000e+00,0.000000e+00,0
999,7.509,4.174,20,1.000000e+00,0.000000e+00,0
999,7.509,4.841,01,1.000000e+00,0.000000e+00,0
999,7.509,4.841,12,1.000000e+00,0.000000e+00,0
999,7.509,4.841,20,1.000000e+00,0.000000e+00,0
999,7.509,5.508,01,1.000000e+00,0.000000e+00,0
999,7.509,5.508,12,1.000000e+00,0.000000e+00,0
999,7.509,5.508,20,1.000000e+00,0.000000e+00,0
999,7.509,6.175,01,1.000000e+00,0.000000e+00,0
999,7.509,6.175,12,1.000000e+00,0.000000e+00,0
999,7.509,6.175,20,1.000000e+00,0.000000e+00,0
999,7.509,6.842,01,1.000000e+00,0.000000e+00,0
999,7.509,6.842,12,1.000000e+00,0.000000e+00,0
999,7.509,6.842,20,1.000000e+00,0.000000e+00,0
999,7.509,7.509,01,1.000000e+00,0.000000e+00,0
999,7.509,7.509,12,1.000000e+00,0.000000e+00,0
999,7.509,7.509,20,1.000000e+00,0.000000e+00,0
999,7.509,8.176,01,1.000000e+00,0.000000e+00,0
999,7.509,8.176,12,1.000000e+00,0.000000e+00,0
999,7.509,8.176,20,1.000000e+00,0.000000e+00,0
999,7.509,8.843,01,1.000000e+00,0.000000e+00,0
999,7.509,8.843,12,1.000000e+00,0.000000e+00,0
999,7.509,8.843,20,1.000000e+00,0.000000e+00,0
999,7.509,9.510,01,1.000000e+00,0.000000e+00,0
999,7.509,9.510,12,1.000000e+00,0.000000e+00,0
999,7.509,9.510,20,1.000000e+00,0.000000e+00,0
999,7.509,10.177,01,1.000000e+00,0.000000e+00,0
999,7.509,10.177,12,1.000000e+00,0.000000e+00,0
999,7.509,10.177,20,1.000000e+00,0.000000e+00,0
999,8.176,-10.500,01,1.000000e+00,0.000000e+00,0
999,8.176,-10.500,12,1.000000e+00,0.000000e+00,0
999,8.176,-10.500,20,1.000000e+00,0.000000e+00,0
999,8.176,-9.833,01,1.000000e+00,0.000000e+00,0
999,8.176,-9.833,12,1.000000e+00,0.000000e+00,0
999,8.176,-9.833,20,1.000000e+00,0.000000e+00,0
999,8.176,-9.166,01,1.000000e+00,0.000000e+00,0
999,8.176,-9.166,12,1.000000e+00,0.000000e+00,0
999,8.176,-9.166,20,1.000000e+00,0.000000e+00,0
999,8.176,-8.499,01,1.000000e+00,0.000000e+00,0
999,8.176,-8.499,12,1.000000e+00,0.000000e+00,0
999,8.176,-8.499,20,1.000000e+00,0.000000e+00,0
999,8.176,-7.832,01,1.000000e+00,0.000000e+00,0
999,8.176,-7.832,12,1.000000e+00,0.000000e+00,0
999,8.176,-7.832,20,1.000000e+00,0.000000e+00,0
999,8.176,-7.165,01,1.000000e+00,0.000000e+00,0
999,8.176,-7.165,12,1.000000e+00,0.000000e+00,0
999,8.176,-7.165,20,1.000000e+00,0.000000e+00,0
999,8.176,-6.498,01,1.000000e+00,0.000000e+00,0
999,8.176,-6.498,12,1.000000e+00,0.000000e+00,0
999,8.176,-6.498,20,1.000000e+00,0.000000e+00,0
999,8.176,-5.831,01,1.000000e+00,0.000000e+00,0
999,8.176,-5.831,12,1.000000e+00,0.000000e+00,0
999,8.176,-5.831,20,1.000000e+00,0.000000e+00,0
999,8.176,-5.164,01,1.000000e+00,0.000000e+00,0
999,8.176,-5.164,12,1.000000e+00,0.000000e+00,0
999,8.176,-5.164,20,1.000000e+00,0.000000e+00,0
999,8.176,-4.497,01,1.000000e+00,0.000000e+00,0
999,8.176,-4.497,12,1.000000e+00,0.000000e+00,0
999,8.176,-4.497,20,1.000000e+00,0.000000e+00,0
999,8.176,-3.830,01,1.000000e+00,0.000000e+00,0
999,8.176,-3.830,12,1.000000e+00,0.000000e+00,0
999,8.176,-3.830,20,1.000000e+00,0.000000e+00,0
999,8.176,-3.163,01,1.000000e+00,0.000000e+00,0
999,8.176,-3.163,12,1.000000e+00,0.000000e+00,0
999,8.176,-3.163,20,1.000000e+00,0.000000e+00,0
999,8.176,-2.496,01,1.000000e+00,0.000000e+00,0
999,8.176,-2.496,12,1.000000e+00,0.000000e+00,0
999,8.176,-2.496,20,1.000000e+00,0.000000e+00,0
999,8.176,-1.829,01,1.000000e+00,0.000000e+00,0
999,8.176,-1.829,12,1.000000e+00,0.000000e+00,0
999,8.176,-1.829,20,1.000000e+00,0.000000e+00,0
999,8.176,-1.162,01,1.000000e+00,0.000000e+00,0
999,8.176,-1.162,12,1.000000e+00,0.000000e+00,0
999,8.176,-1.162,20,1.000000e+00,0.000000e+00,0
999,8.176,-0.495,01,1.000000e+00,0.000000e+00,0
999,8.176,-0.495,12,1.000000e+00,0.000000e+00,0
999,8.176,-0.495,20,1.000000e+00,0.000000e+00,0
999,8.176,0.172,01,1.000000e+00,0.000000e+00,0
999,8.176,0.172,12,1.000000e+00,0.000000e+00,0
999,8.176,0.172,20,1.000000e+00,0.000000e+00,0
999,8.176,0.839,01,1.000000e+00,0.000000e+00,0
999,8.176,0.839,12,1.000000e+00,0.000000e+00,0
999,8.176,0.839,20,1.000000e+00,0.000000e+00,0
999,8.176,1.506,01,1.000000e+00,0.000000e+00,0
999,8.176,1.506,12,1.000000e+00,0.000000e+00,0
999,8.176,1.506,20,1.000000e+00,0.000000e+00,0
999,8.176,2.173,01,1.000000e+00,0.000000e+00,0
999,8.176,2.173,12,1.000000e+00,0.000000e+00,0
999,8.176,2.173,20,1.000000e+00,0.000000e+00,0
999,8.176,2.840,01,1.000000e+00,0.000000e+00,0
999,8.176,2.840,12,1.000000e+00,0.000000e+00,0
999,8.176,2.840,20,1.000000e+00,0.000000e+00,0
999,8.176,3.507,01,1.000000e+00,0.000000e+00,0
999,8.176,3.507,12,1.000000e+00,0.000000e+00,0
999,8.176,3.507,20,1.000000e+00,0.000000e+00,0
999,8.176,4.174,01,1.000000e+00,0.000000e+00,0
999,8.176,4.174,12,1.000000e+00,0.000000e+00,0
999,8.176,4.174,20,1.000000e+00,0.000000e+00,0
999,8.176,4.841,01,1.000000e+00,0.000000e+00,0
999,8.176,4.841,12,1.000000e+00,0.000000e+00,0
999,8.176,4.841,20,1.000000e+00,0.000000e+00,0
999,8.176,5.508,01,1.000000e+00,0.000000e+00,0
999,8.176,5.508,12,1.000000e+00,0.000000e+00,0
999,8.176,5.508,20,1.000000e+00,0.000000e+00,0
999,8.176,6.175,01,1.000000e+00,0.000000e+00,0
999,8.176,6.175,12,1.000000e+00,0.000000e+00,0
999,8.176,6.175,20,1.000000e+00,0.000000e+00,0
999,8.176,6.842,01,1.000000e+00,0.000000e+00,0
999,8.176,6.842,12,1.000000e+00,0.000000e+00,0
999,8.176,6.842,20,1.000000e+00,0.000000e+00,0
999,8.176,7.509,01,1.000000e+00,0.000000e+00,0
999,8.176,7.509,12,1.000000e+00,0.000000e+00,0
999,8.176,7.509,20,1.000000e+00,0.000000e+00,0
999,8.176,8.176,01,1.000000e+00,0.000000e+00,0
999,8.176,8.176,12,1.000000e+00,0.000000e+00,0
999,8.176,8.176,20,1.000000e+00,0.000000e+00,0
999,8.176,8.843,01,1.000000e+00,0.000000e+00,0
999,8.176,8.843,12,1.000000e+00,0.000000e+00,0
999,8.176,8.843,20,1.000000e+00,0.000000e+00,0
999,8.176,9.510,01,1.000000e+00,0.000000e+00,0
999,8.176,9.510,12,1.000000e+00,0.000000e+00,0
999,8.176,9.510,20,1.000000e+00,0.000000e+00,0
999,8.176,10.177,01,1.000000e+00,0.000000e+00,0
999,8.176,10.177,12,1.000000e+00,0.000000e+00,0
999,8.176,10.177,20,1.000000e+00,0.000000e+00,0
999,8.843,-10.500,01,1.000000e+00,0.000000e+00,0
999,8.843,-10.500,12,1.000000e+00,0.000000e+00,0
999,8.843,-10.500,20,1.000000e+00,0.000000e+00,0
999,8.843,-9.833,01,1.000000e+00,0.000000e+00,0
999,8.843,-9.833,12,1.000000e+00,0.000000e+00,0
999,8.843,-9.833,20,1.000000e+00,0.000000e+00,0
999,8.843,-9.166,01,1.000000e+00,0.000000e+00,0
999,8.843,-9.166,12,1.000000e+00,0.000000e+00,0
999,8.843,-9.166,20,1.000000e+00,0.000000e+00,0
999,8.843,-8.499,01,1.000000e+00,0.000000e+00,0
999,8.843,-8.499,12,1.000000e+00,0.000000e+00,0
999,8.843,-8.499,20,1.000000e+00,0.000000e+00,0
999,8.843,-7.832,01,1.000000e+00,0.000000e+00,0
999,8.843,-7.832,12,1.000000e+00,0.000000e+00,0
999,8.843,-7.832,20,1.000000e+00,0.000000e+00,0
999,8.843,-7.165,01,1.000000e+00,0.000000e+00,0
999,8.843,-7.165,12,1.000000e+00,0.000000e+00,0
999,8.843,-7.165,20,1.000000e+00,0.000000e+00,0
999,8.843,-6.498,01,1.000000e+00,0.000000e+00,0
999,8.843,-6.498,12,1.000000e+00,0.000000e+00,0
999,8.843,-6.498,20,1.000000e+00,0.000000e+00,0
999,8.843,-5.831,01,1.000000e+00,0.000000e+00,0
999,8.843,-5.831,12,1.000000e+00,0.000000e+00,0
999,8.843,-5.831,20,1.000000e+00,0.000000e+00,0
999,8.843,-5.164,01,1.000000e+00,0.000000e+00,0
999,8.843,-5.164,12,1.000000e+00,0.000000e+00,0
999,8.843,-5.164,20,1.000000e+00,0.000000e+00,0
999,8.843,-4.497,01,1.000000e+00,0.000000e+00,0
999,8.843,-4.497,12,1.000000e+00,0.000000e+00,0
999,8.843,-4.497,20,1.000000e+00,0.000000e+00,0
999,8.843,-3.830,01,1.000000e+00,0.000000e+00,0
999,8.843,-3.830,12,1.000000e+00,0.000000e+00,0
999,8.843,-3.830,20,1.000000e+00,0.000000e+00,0
999,8.843,-3.163,01,1.000000e+00,0.000000e+00,0
999,8.843,-3.163,12,1.000000e+00,0.000000e+00,0
999,8.843,-3.163,20,1.000000e+00,0.000000e+00,0
999,8.843,-2.496,01,1.000000e+00,0.000000e+00,0
999,8.843,-2.496,12,1.000000e+00,0.000000e+00,0
999,8.843,-2.496,20,1.000000e+00,0.000000e+00,0
999,8.843,-1.829,01,1.000000e+00,0.000000e+00,0
999,8.843,-1.829,12,1.000000e+00,0.000000e+00,0
999,8.843,-1.829,20,1.000000e+00,0.000000e+00,0
999,8.843,-1.162,01,1.000000e+00,0.000000e+00,0
999,8.843,-1.162,12,1.000000e+00,0.000000e+00,0
999,8.843,-1.162,20,1.000000e+00,0.000000e+00,0
999,8.843,-0.495,01,1.000000e+00,0.000000e+00,0
999,8.843,-0.495,12,1.000000e+00,0.000000e+00,0
999,8.843,-0.495,20,1.000000e+00,0.000000e+00,0
999,8.843,0.172,01,1.000000e+00,0.000000e+00,0
999,8.843,0.172,12,1.000000e+00,0.000000e+00,0
999,8.843,0.172,20,1.000000e+00,0.000000e+00,0
999,8.843,0.839,01,1.000000e+00,0.000000e+00,0
999,8.843,0.839,12,1.000000e+00,0.000000e+00,0
999,8.843,0.839,20,1.000000e+00,0.000000e+00,0
999,8.843,1.506,01,1.000000e+00,0.000000e+00,0
999,8.843,1.506,12,1.000000e+00,0.000000e+00,0
999,8.843,1.506,20,1.000000e+00,0.000000e+00,0
999,8.843,2.173,01,1.000000e+00,0.000000e+00,0
999,8.843,2.173,12,1.000000e+00,0.000000e+00,0
999,8.843,2.173,20,1.000000e+00,0.000000e+00,0
999,8.843,2.840,01,1.000000e+00,0.000000e+00,0
999,8.843,2.840,12,1.000000e+00,0.000000e+00,0
999,8.843,2.840,20,1.000000e+00,0.000000e+00,0
999,8.843,3.507,01,1.000000e+00,0.000000e+00,0
999,8.843,3.507,12,1.000000e+00,0.000000e+00,0
999,8.843,3.507,20,1.000000e+00,0.000000e+00,0
999,8.843,4.174,01,1.000000e+00,0.000000e+00,0
999,8.843,4.174,12,1.000000e+00,0.000000e+00,0
999,8.843,4.174,20,1.000000e+00,0.000000e+00,0
999,8.843,4.841,01,1.000000e+00,0.000000e+00,0
999,8.843,4.841,12,1.000000e+00,0.000000e+00,0
999,8.843,4.841,20,1.000000e+00,0.000000e+00,0
999,8.843,5.508,01,1.000000e+00,0.000000e+00,0
999,8.843,5.508,12,1.000000e+00,0.000000e+00,0
999,8.843,5.508,20,1.000000e+00,0.000000e+00,0
999,8.843,6.175,01,1.000000e+00,0.000000e+00,0
999,8.843,6.175,12,1.000000e+00,0.000000e+00,0
999,8.843,6.175,20,1.000000e+00,0.000000e+00,0
999,8.843,6.842,01,1.000000e+00,0.000000e+00,0
999,8.843,6.842,12,1.000000e+00,0.000000e+00,0
999,8.843,6.842,20,1.000000e+00,0.000000e+00,0
999,8.843,7.509,01,1.000000e+00,0.000000e+00,0
999,8.843,7.509,12,1.000000e+00,0.000000e+00,0
999,8.843,7.509,20,1.000000e+00,0.000000e+00,0
999,8.843,8.176,01,1.000000e+00,0.000000e+00,0
999,8.843,8.176,12,1.000000e+00,0.000000e+00,0
999,8.843,8.176,20,1.000000e+00,0.000000e+00,0
999,8.843,8.843,01,1.000000e+00,0.000000e+00,0
999,8.843,8.843,12,1.000000e+00,0.000000e+00,0
999,8.843,8.843,20,1.000000e+00,0.000000e+00,0
999,8.843,9.510,01,1.000000e+00,0.000000e+00,0
999,8.843,9.510,12,1.000000e+00,0.000000e+00,0
999,8.843,9.510,20,1.000000e+00,0.000000e+00,0
999,8.843,10.177,01,1.000000e+00,0.000000e+00,0
999,8.843,10.177,12,1.000000e+00,0.000000e+00,0
999,8.843,10.177,20,1.000000e+00,0.000000e+00,0
999,9.510,-10.500,01,1.000000e+00,0.000000e+00,0
999,9.510,-10.500,12,1.000000e+00,0.000000e+00,0
999,9.510,-10.500,20,1.000000e+00,0.000000e+00,0
999,9.510,-9.833,01,1.000000e+00,0.000000e+00,0
999,9.510,-9.833,12,1.000000e+00,0.000000e+00,0
999,9.510,-9.833,20,1.000000e+00,0.000000e+00,0
999,9.510,-9.166,01,1.000000e+00,0.000000e+00,0
999,9.510,-9.166,12,1.000000e+00,0.000000e+00,0
999,9.510,-9.166,20,1.000000e+00,0.000000e+00,0
999,9.510,-8.499,01,1.000000e+00,0.000000e+00,0
999,9.510,-8.499,12,1.000000e+00,0.000000e+00,0
999,9.510,-8.499,20,1.000000e+00,0.000000e+00,0
999,9.510,-7.832,01,1.000000e+00,0.000000e+00,0
999,9.510,-7.832,12,1.000000e+00,0.000000e+00,0
999,9.510,-7.832,20,1.000000e+00,0.000000e+00,0
999,9.510,-7.165,01,1.000000e+00,0.000000e+00,0
999,9.510,-7.165,12,1.000000e+00,0.000000e+00,0
999,9.510,-7.165,20,1.000000e+00,0.000000e+00,0
999,9.510,-6.498,01,1.000000e+00,0.000000e+00,0
999,9.510,-6.498,12,1.000000e+00,0.000000e+00,0
999,9.510,-6.498,20,1.000000e+00,0.000000e+00,0
999,9.510,-5.831,01,1.000000e+00,0.000000e+00,0
999,9.510,-5.831,12,1.000000e+00,0.000000e+00,0
999,9.510,-5.831,20,1.000000e+00,0.000000e+00,0
999,9.510,-5.164,01,1.000000e+00,0.000000e+00,0
999,9.510,-5.164,12,1.000000e+00,0.000000e+00,0
999,9.510,-5.164,20,1.000000e+00,0.000000e+00,0
999,9.510,-4.497,01,1.000000e+00,0.000000e+00,0
999,9.510,-4.497,12,1.000000e+00,0.000000e+00,0
999,9.510,-4.497,20,1.000000e+00,0.000000e+00,0
999,9.510,-3.830,01,1.000000e+00,0.000000e+00,0
999,9.510,-3.830,12,1.000000e+00,0.000000e+00,0
999,9.510,-3.830,20,1.000000e+00,0.000000e+00,0
999,9.510,-3.163,01,1.000000e+00,0.000000e+00,0
999,9.510,-3.163,12,1.000000e+00,0.000000e+00,0
999,9.510,-3.163,20,1.000000e+00,0.000000e+00,0
999,9.510,-2.496,01,1.000000e+00,0.000000e+00,0
999,9.510,-2.496,12,1.000000e+00,0.000000e+00,0
999,9.510,-2.496,20,1.000000e+00,0.000000e+00,0
999,9.510,-1.829,01,1.000000e+00,0.000000e+00,0
999,9.510,-1.829,12,1.000000e+00,0.000000e+00,0
999,9.510,-1.829,20,1.000000e+00,0.000000e+00,0
999,9.510,-1.162,01,1.000000e+00,0.000000e+00,0
999,9.510,-1.162,12,1.000000e+00,0.000000e+00,0
999,9.510,-1.162,20,1.000000e+00,0.000000e+00,0
999,9.510,-0.495,01,1.000000e+00,0.000000e+00,0
999,9.510,-0.495,12,1.000000e+00,0.000000e+00,0
999,9.510,-0.495,20,1.000000e+00,0.000000e+00,0
999,9.510,0.172,01,1.000000e+00,0.000000e+00,0
999,9.510,0.172,12,1.000000e+00,0.000000e+00,0
999,9.510,0.172,20,1.000000e+00,0.000000e+00,0
999,9.510,0.839,01,1.000000e+00,0.000000e+00,0
999,9.510,0.839,12,1.000000e+00,0.000000e+00,0
999,9.510,0.839,20,1.000000e+00,0.000000e+00,0
999,9.510,1.506,01,1.000000e+00,0.000000e+00,0
